week,date,city,country,tier,market_type,is_treated,post_treatment,treated_post,orders,active_users,new_users,aov_eur,reorder_rate,conversion_rate,avg_basket_items,delivery_fee_eur,weekly_revenue_eur,macro_shock
29,2022-07-18,Sofia,Bulgaria,2,monopoly,0,0,0,19035,12439,2004,15.45,0.672,0.0385,2.86,1.47,299576.0,0.988
30,2022-07-25,Sofia,Bulgaria,2,monopoly,0,0,0,18426,12362,1722,15.16,0.645,0.0431,2.93,1.5,284901.0,0.989
31,2022-08-01,Sofia,Bulgaria,2,monopoly,0,0,0,18728,12498,2146,14.97,0.665,0.0446,2.87,1.48,285907.0,0.9862
32,2022-08-08,Sofia,Bulgaria,2,monopoly,0,0,0,18811,13254,1708,15.36,0.676,0.0444,2.66,1.5,294901.0,1.0114
33,2022-08-15,Sofia,Bulgaria,2,monopoly,0,0,0,19070,12817,2064,15.45,0.696,0.0452,3.06,1.45,300207.0,1.0073
34,2022-08-22,Sofia,Bulgaria,2,monopoly,0,0,0,18542,12548,1598,15.05,0.631,0.0617,3.02,1.41,284365.0,0.9931
35,2022-08-29,Sofia,Bulgaria,2,monopoly,0,0,0,20619,12832,2112,15.32,0.66,0.049,2.81,1.39,321234.0,1.0046
36,2022-09-05,Sofia,Bulgaria,2,monopoly,0,0,0,18960,12502,1587,15.38,0.657,0.0546,2.71,1.49,297193.0,0.9895
37,2022-09-12,Sofia,Bulgaria,2,monopoly,0,0,0,19081,12993,2188,15.27,0.683,0.0412,2.63,1.46,297058.0,0.9955
38,2022-09-19,Sofia,Bulgaria,2,monopoly,0,0,0,18517,12779,2165,15.3,0.661,0.0633,2.8,1.53,289176.0,0.9755
39,2022-09-26,Sofia,Bulgaria,2,monopoly,0,0,0,18167,12347,1644,15.42,0.66,0.0417,2.65,1.53,285802.0,0.9695
40,2022-10-03,Sofia,Bulgaria,2,monopoly,0,0,0,19541,12225,2079,14.97,0.676,0.0607,2.96,1.53,298140.0,0.9823
41,2022-10-10,Sofia,Bulgaria,2,monopoly,0,0,0,17931,12831,1667,15.04,0.691,0.049,2.93,1.55,275649.0,0.9966
42,2022-10-17,Sofia,Bulgaria,2,monopoly,0,0,0,19717,12411,1557,15.3,0.664,0.0402,2.99,1.51,307292.0,0.9997
43,2022-10-24,Sofia,Bulgaria,2,monopoly,0,0,0,18030,12777,2298,15.15,0.647,0.0351,2.96,1.52,278981.0,0.9985
44,2022-10-31,Sofia,Bulgaria,2,monopoly,0,0,0,18034,12472,1568,15.29,0.66,0.0562,2.8,1.54,281502.0,0.9957
45,2022-11-07,Sofia,Bulgaria,2,monopoly,0,0,0,16959,12267,1707,15.07,0.673,0.0429,2.72,1.48,261019.0,0.981
46,2022-11-14,Sofia,Bulgaria,2,monopoly,0,0,0,18669,12592,2243,15.49,0.68,0.0402,2.59,1.56,295076.0,0.9797
47,2022-11-21,Sofia,Bulgaria,2,monopoly,0,0,0,19385,12453,1878,15.09,0.663,0.0501,2.55,1.47,298011.0,0.9817
48,2022-11-28,Sofia,Bulgaria,2,monopoly,0,0,0,19758,13047,1967,15.13,0.677,0.039,2.98,1.44,304575.0,0.9998
49,2022-12-05,Sofia,Bulgaria,2,monopoly,0,0,0,21404,13699,2253,15.26,0.664,0.0398,2.63,1.46,332625.0,1.0036
50,2022-12-12,Sofia,Bulgaria,2,monopoly,0,0,0,20873,13486,2022,15.1,0.643,0.0457,2.66,1.55,321453.0,0.983
51,2022-12-19,Sofia,Bulgaria,2,monopoly,0,0,0,20140,14256,2465,14.81,0.656,0.052,2.61,1.6,305116.0,0.9925
52,2022-12-26,Sofia,Bulgaria,2,monopoly,0,0,0,21472,14535,2074,15.22,0.67,0.0338,2.94,1.45,333127.0,0.9909
53,2023-01-02,Sofia,Bulgaria,2,monopoly,0,0,0,21324,13855,2077,15.18,0.681,0.0472,3.01,1.46,329767.0,0.9866
54,2023-01-09,Sofia,Bulgaria,2,monopoly,0,0,0,22249,14067,1977,15.21,0.668,0.0421,2.89,1.42,344400.0,0.998
55,2023-01-16,Sofia,Bulgaria,2,monopoly,0,0,0,18449,12568,2087,15.18,0.673,0.0412,2.94,1.58,286013.0,0.9697
56,2023-01-23,Sofia,Bulgaria,2,monopoly,0,0,0,20984,13550,2430,15.51,0.692,0.0445,2.72,1.55,331763.0,1.0168
57,2023-01-30,Sofia,Bulgaria,2,monopoly,0,0,0,20210,13830,1750,15.27,0.659,0.0527,2.71,1.56,315079.0,1.0017
58,2023-02-06,Sofia,Bulgaria,2,monopoly,0,0,0,19782,13455,2420,14.94,0.675,0.0359,2.81,1.59,301961.0,0.9977
59,2023-02-13,Sofia,Bulgaria,2,monopoly,0,0,0,19898,14318,2026,15.12,0.675,0.0461,2.76,1.53,307430.0,1.0021
60,2023-02-20,Sofia,Bulgaria,2,monopoly,0,0,0,21686,14001,2379,15.45,0.655,0.0616,2.78,1.56,341601.0,1.0121
61,2023-02-27,Sofia,Bulgaria,2,monopoly,0,0,0,21189,13797,1803,15.26,0.663,0.0553,2.82,1.43,329263.0,1.0026
62,2023-03-06,Sofia,Bulgaria,2,monopoly,0,0,0,22177,14005,2107,15.01,0.671,0.0514,2.87,1.48,339095.0,0.9997
63,2023-03-13,Sofia,Bulgaria,2,monopoly,0,0,0,21337,13642,2155,15.0,0.669,0.036,2.81,1.52,326276.0,0.9876
64,2023-03-20,Sofia,Bulgaria,2,monopoly,0,0,0,21738,13559,2070,14.86,0.665,0.042,2.87,1.51,329169.0,0.9788
65,2023-03-27,Sofia,Bulgaria,2,monopoly,0,0,0,20185,13671,1793,15.09,0.668,0.0533,2.75,1.49,310703.0,0.9951
66,2023-04-03,Sofia,Bulgaria,2,monopoly,0,0,0,22997,15017,2240,15.55,0.669,0.0453,3.05,1.42,364001.0,1.0118
67,2023-04-10,Sofia,Bulgaria,2,monopoly,0,0,0,22854,14985,2373,15.31,0.67,0.0507,2.71,1.48,356548.0,1.0069
68,2023-04-17,Sofia,Bulgaria,2,monopoly,0,0,0,22926,15277,2463,14.96,0.673,0.0472,3.01,1.61,350352.0,1.0155
69,2023-04-24,Sofia,Bulgaria,2,monopoly,0,0,0,22806,14570,2346,15.04,0.674,0.0567,3.06,1.51,349602.0,1.014
70,2023-05-01,Sofia,Bulgaria,2,monopoly,0,0,0,21136,14245,1774,14.95,0.68,0.0514,2.6,1.43,322094.0,1.002
71,2023-05-08,Sofia,Bulgaria,2,monopoly,0,0,0,20632,14627,2075,15.26,0.682,0.0539,2.94,1.51,321470.0,1.0053
72,2023-05-15,Sofia,Bulgaria,2,monopoly,0,0,0,22468,14941,1846,15.53,0.677,0.0574,2.75,1.54,355831.0,1.0204
73,2023-05-22,Sofia,Bulgaria,2,monopoly,0,0,0,22329,15142,1963,15.08,0.673,0.0423,2.74,1.48,343444.0,1.0128
74,2023-05-29,Sofia,Bulgaria,2,monopoly,0,0,0,21217,15121,2612,15.42,0.666,0.0367,2.46,1.46,333789.0,1.0256
75,2023-06-05,Sofia,Bulgaria,2,monopoly,0,0,0,23335,14507,2037,14.9,0.67,0.0496,2.7,1.54,354394.0,0.9878
76,2023-06-12,Sofia,Bulgaria,2,monopoly,0,0,0,22587,14596,2614,15.03,0.687,0.0499,2.75,1.65,346708.0,1.0011
77,2023-06-19,Sofia,Bulgaria,2,monopoly,0,0,0,21309,14661,1897,15.47,0.677,0.0517,2.92,1.59,336644.0,1.0017
78,2023-06-26,Sofia,Bulgaria,2,monopoly,0,1,0,21707,14422,1849,15.4,0.681,0.0359,2.75,1.49,340734.0,0.9978
79,2023-07-03,Sofia,Bulgaria,2,monopoly,0,1,0,21333,14203,1989,14.93,0.686,0.0379,2.62,1.5,324893.0,0.9996
80,2023-07-10,Sofia,Bulgaria,2,monopoly,0,1,0,22122,14115,2434,15.54,0.686,0.0645,2.98,1.52,350212.0,0.9779
81,2023-07-17,Sofia,Bulgaria,2,monopoly,0,1,0,21817,14270,2400,15.46,0.67,0.0535,2.85,1.43,343413.0,0.9832
82,2023-07-24,Sofia,Bulgaria,2,monopoly,0,1,0,19863,13378,2115,15.14,0.641,0.0472,2.59,1.53,306866.0,0.993
83,2023-07-31,Sofia,Bulgaria,2,monopoly,0,1,0,20803,14425,2161,14.67,0.68,0.0499,2.87,1.44,311412.0,1.0117
84,2023-08-07,Sofia,Bulgaria,2,monopoly,0,1,0,20824,14103,2103,15.26,0.633,0.0487,2.59,1.45,323909.0,1.0019
85,2023-08-14,Sofia,Bulgaria,2,monopoly,0,1,0,22113,14273,1948,15.23,0.652,0.0516,2.84,1.57,343504.0,0.9923
86,2023-08-21,Sofia,Bulgaria,2,monopoly,0,1,0,21838,14253,2035,15.19,0.668,0.0539,2.73,1.5,338133.0,0.9895
87,2023-08-28,Sofia,Bulgaria,2,monopoly,0,1,0,22185,14655,1902,15.33,0.696,0.0575,2.71,1.37,346119.0,1.0032
88,2023-09-04,Sofia,Bulgaria,2,monopoly,0,1,0,21888,14046,1887,15.14,0.671,0.0509,2.92,1.59,338084.0,1.0057
89,2023-09-11,Sofia,Bulgaria,2,monopoly,0,1,0,22583,14540,1820,15.1,0.662,0.0429,2.95,1.61,348026.0,0.9979
90,2023-09-18,Sofia,Bulgaria,2,monopoly,0,1,0,21934,14475,2540,15.27,0.68,0.0398,2.44,1.6,341880.0,1.0043
91,2023-09-25,Sofia,Bulgaria,2,monopoly,0,1,0,21843,14439,1670,15.07,0.665,0.0498,2.63,1.49,335628.0,1.0038
92,2023-10-02,Sofia,Bulgaria,2,monopoly,0,1,0,22673,14972,2559,15.44,0.647,0.0411,2.9,1.5,356809.0,1.0132
93,2023-10-09,Sofia,Bulgaria,2,monopoly,0,1,0,21732,14308,2479,15.1,0.664,0.0508,2.86,1.49,334549.0,1.0008
94,2023-10-16,Sofia,Bulgaria,2,monopoly,0,1,0,21813,14070,1920,15.3,0.692,0.0523,2.82,1.46,339902.0,0.9969
95,2023-10-23,Sofia,Bulgaria,2,monopoly,0,1,0,21693,13922,2342,15.48,0.677,0.0403,2.76,1.41,341697.0,0.9937
96,2023-10-30,Sofia,Bulgaria,2,monopoly,0,1,0,21097,13628,2145,15.22,0.665,0.0498,3.1,1.6,327638.0,0.9798
97,2023-11-06,Sofia,Bulgaria,2,monopoly,0,1,0,20965,14043,1811,15.23,0.671,0.0472,2.73,1.52,325701.0,0.9901
98,2023-11-13,Sofia,Bulgaria,2,monopoly,0,1,0,20870,14281,1963,15.16,0.667,0.0512,2.68,1.4,322387.0,0.9965
99,2023-11-20,Sofia,Bulgaria,2,monopoly,0,1,0,20249,14189,2363,15.36,0.651,0.0542,2.93,1.53,317537.0,0.9978
100,2023-11-27,Sofia,Bulgaria,2,monopoly,0,1,0,22397,14123,1858,15.28,0.661,0.039,2.64,1.5,348582.0,0.996
101,2023-12-04,Sofia,Bulgaria,2,monopoly,0,1,0,22869,15396,2208,14.77,0.671,0.0416,2.85,1.47,344565.0,0.9818
102,2023-12-11,Sofia,Bulgaria,2,monopoly,0,1,0,23613,15048,2765,15.2,0.672,0.0389,2.92,1.47,365554.0,0.9835
103,2023-12-18,Sofia,Bulgaria,2,monopoly,0,1,0,24525,15846,2523,14.95,0.652,0.0398,2.61,1.6,374255.0,0.9855
104,2023-12-25,Sofia,Bulgaria,2,monopoly,0,1,0,23048,16134,2142,15.5,0.663,0.0453,2.71,1.55,364746.0,0.9818
1,2022-01-03,Belgrade,Serbia,2,monopoly,0,0,0,17283,11502,1614,15.66,0.645,0.0457,2.67,1.55,276000.0,1.0055
2,2022-01-10,Belgrade,Serbia,2,monopoly,0,0,0,16839,11571,1798,16.03,0.69,0.0502,2.7,1.47,275032.0,1.002
3,2022-01-17,Belgrade,Serbia,2,monopoly,0,0,0,17201,10954,1775,15.73,0.694,0.0515,2.96,1.6,275830.0,1.0084
4,2022-01-24,Belgrade,Serbia,2,monopoly,0,0,0,16460,11227,1267,15.65,0.678,0.0353,2.86,1.59,262954.0,1.0222
5,2022-01-31,Belgrade,Serbia,2,monopoly,0,0,0,17124,10936,1803,15.71,0.675,0.0486,2.64,1.62,274333.0,1.0119
6,2022-02-07,Belgrade,Serbia,2,monopoly,0,0,0,16322,10802,1885,15.9,0.688,0.0503,2.73,1.55,264543.0,1.0051
7,2022-02-14,Belgrade,Serbia,2,monopoly,0,0,0,16703,11658,1855,16.18,0.64,0.0473,2.74,1.36,275011.0,1.0207
8,2022-02-21,Belgrade,Serbia,2,monopoly,0,0,0,16919,11455,1494,15.68,0.69,0.0475,2.93,1.45,270273.0,1.0219
9,2022-02-28,Belgrade,Serbia,2,monopoly,0,0,0,17470,11587,1460,15.66,0.684,0.0374,2.55,1.5,278794.0,1.0091
10,2022-03-07,Belgrade,Serbia,2,monopoly,0,0,0,16797,11317,1501,16.21,0.654,0.044,2.68,1.58,277644.0,1.0119
11,2022-03-14,Belgrade,Serbia,2,monopoly,0,0,0,17075,11441,1938,16.22,0.66,0.0455,2.81,1.57,282345.0,1.0026
12,2022-03-21,Belgrade,Serbia,2,monopoly,0,0,0,17991,11395,2102,15.63,0.693,0.047,3.16,1.53,286430.0,0.9966
13,2022-03-28,Belgrade,Serbia,2,monopoly,0,0,0,17401,11723,2123,15.63,0.671,0.034,2.99,1.58,277534.0,1.0004
14,2022-04-04,Belgrade,Serbia,2,monopoly,0,0,0,18798,11817,1549,15.87,0.659,0.0413,2.59,1.56,303855.0,0.9792
15,2022-04-11,Belgrade,Serbia,2,monopoly,0,0,0,17707,11383,1876,15.87,0.67,0.0429,2.78,1.28,285381.0,0.9675
16,2022-04-18,Belgrade,Serbia,2,monopoly,0,0,0,17977,12272,2005,16.01,0.683,0.061,2.9,1.6,293702.0,0.9727
17,2022-04-25,Belgrade,Serbia,2,monopoly,0,0,0,17451,11382,1748,16.15,0.668,0.0411,2.65,1.47,286853.0,0.9711
18,2022-05-02,Belgrade,Serbia,2,monopoly,0,0,0,18621,11684,1727,15.96,0.668,0.0482,2.66,1.43,302204.0,0.9847
19,2022-05-09,Belgrade,Serbia,2,monopoly,0,0,0,16839,11460,1758,15.45,0.673,0.0492,2.6,1.5,265320.0,0.9801
20,2022-05-16,Belgrade,Serbia,2,monopoly,0,0,0,17007,10827,1700,16.19,0.683,0.0436,3.05,1.46,280086.0,0.9132
21,2022-05-23,Belgrade,Serbia,2,monopoly,0,0,0,17574,11438,1665,15.87,0.681,0.0511,2.62,1.38,283635.0,0.9677
22,2022-05-30,Belgrade,Serbia,2,monopoly,0,0,0,17626,11508,2088,15.74,0.689,0.0539,2.86,1.47,282508.0,0.996
23,2022-06-06,Belgrade,Serbia,2,monopoly,0,0,0,17332,12066,1714,16.1,0.682,0.0433,2.95,1.44,284258.0,0.9981
24,2022-06-13,Belgrade,Serbia,2,monopoly,0,0,0,17902,11539,1937,15.52,0.68,0.054,2.84,1.52,283101.0,0.9831
25,2022-06-20,Belgrade,Serbia,2,monopoly,0,0,0,18199,12072,1868,16.12,0.668,0.0421,2.71,1.52,298873.0,0.983
26,2022-06-27,Belgrade,Serbia,2,monopoly,0,0,0,17720,12201,2091,15.58,0.659,0.0525,2.58,1.45,281385.0,0.9902
27,2022-07-04,Belgrade,Serbia,2,monopoly,0,0,0,18321,12185,1839,15.7,0.685,0.0427,2.59,1.46,292977.0,0.981
28,2022-07-11,Belgrade,Serbia,2,monopoly,0,0,0,17510,11396,1547,15.94,0.668,0.0423,3.0,1.51,284272.0,0.9918
29,2022-07-18,Belgrade,Serbia,2,monopoly,0,0,0,17155,11322,1906,15.37,0.677,0.0526,2.72,1.52,268835.0,0.988
30,2022-07-25,Belgrade,Serbia,2,monopoly,0,0,0,16513,11506,1498,15.2,0.675,0.0584,2.63,1.41,255865.0,0.989
31,2022-08-01,Belgrade,Serbia,2,monopoly,0,0,0,16297,11213,1766,15.88,0.653,0.0441,3.02,1.53,263943.0,0.9862
32,2022-08-08,Belgrade,Serbia,2,monopoly,0,0,0,18017,11802,1902,15.91,0.684,0.043,3.02,1.57,292209.0,1.0114
33,2022-08-15,Belgrade,Serbia,2,monopoly,0,0,0,16598,11573,1492,15.96,0.699,0.057,3.12,1.39,269730.0,1.0073
34,2022-08-22,Belgrade,Serbia,2,monopoly,0,0,0,15849,11435,1990,16.29,0.669,0.0469,2.83,1.54,263463.0,0.9931
35,2022-08-29,Belgrade,Serbia,2,monopoly,0,0,0,18515,11707,1831,15.82,0.683,0.0585,2.64,1.59,298492.0,1.0046
36,2022-09-05,Belgrade,Serbia,2,monopoly,0,0,0,17140,11680,2034,15.54,0.665,0.0509,2.78,1.47,271506.0,0.9895
37,2022-09-12,Belgrade,Serbia,2,monopoly,0,0,0,16210,12043,2157,15.83,0.658,0.0597,2.82,1.46,261879.0,0.9955
38,2022-09-19,Belgrade,Serbia,2,monopoly,0,0,0,17022,11516,1579,15.78,0.662,0.0391,2.83,1.48,273720.0,0.9755
39,2022-09-26,Belgrade,Serbia,2,monopoly,0,0,0,16501,11297,1902,15.69,0.64,0.0327,2.67,1.6,264323.0,0.9695
40,2022-10-03,Belgrade,Serbia,2,monopoly,0,0,0,17810,11485,1803,15.75,0.673,0.0364,2.84,1.53,285779.0,0.9823
41,2022-10-10,Belgrade,Serbia,2,monopoly,0,0,0,16850,11910,2119,15.5,0.653,0.0584,2.7,1.47,266427.0,0.9966
42,2022-10-17,Belgrade,Serbia,2,monopoly,0,0,0,16828,11640,1953,15.76,0.659,0.0465,2.69,1.47,270343.0,0.9997
43,2022-10-24,Belgrade,Serbia,2,monopoly,0,0,0,17908,11903,2138,15.93,0.675,0.0363,2.85,1.57,290881.0,0.9985
44,2022-10-31,Belgrade,Serbia,2,monopoly,0,0,0,17214,11395,1429,15.91,0.653,0.0496,2.7,1.58,279276.0,0.9957
45,2022-11-07,Belgrade,Serbia,2,monopoly,0,0,0,17158,11291,1406,15.76,0.68,0.0433,2.89,1.53,275593.0,0.981
46,2022-11-14,Belgrade,Serbia,2,monopoly,0,0,0,17897,11358,1826,15.66,0.656,0.0471,2.85,1.34,284833.0,0.9797
47,2022-11-21,Belgrade,Serbia,2,monopoly,0,0,0,17110,11356,1330,15.62,0.677,0.0604,2.75,1.4,272028.0,0.9817
48,2022-11-28,Belgrade,Serbia,2,monopoly,0,0,0,18951,11518,1728,15.46,0.684,0.0446,2.61,1.57,298407.0,0.9998
49,2022-12-05,Belgrade,Serbia,2,monopoly,0,0,0,18951,12650,2081,15.79,0.671,0.0409,2.92,1.46,304777.0,1.0036
50,2022-12-12,Belgrade,Serbia,2,monopoly,0,0,0,19286,12574,2135,16.25,0.655,0.0497,2.73,1.51,319094.0,0.983
51,2022-12-19,Belgrade,Serbia,2,monopoly,0,0,0,19324,13036,1601,15.81,0.65,0.0499,2.82,1.4,310988.0,0.9925
52,2022-12-26,Belgrade,Serbia,2,monopoly,0,0,0,20020,13052,2046,15.29,0.655,0.0343,2.59,1.5,311979.0,0.9909
53,2023-01-02,Belgrade,Serbia,2,monopoly,0,0,0,18836,12777,2002,16.22,0.658,0.0417,3.03,1.49,311231.0,0.9866
54,2023-01-09,Belgrade,Serbia,2,monopoly,0,0,0,19076,13015,1813,15.96,0.669,0.0423,2.83,1.47,310193.0,0.998
55,2023-01-16,Belgrade,Serbia,2,monopoly,0,0,0,17822,11679,1497,15.73,0.656,0.0379,2.65,1.5,285596.0,0.9697
56,2023-01-23,Belgrade,Serbia,2,monopoly,0,0,0,18385,12197,2079,15.61,0.676,0.0439,2.88,1.54,292625.0,1.0168
57,2023-01-30,Belgrade,Serbia,2,monopoly,0,0,0,18494,11948,1626,15.85,0.656,0.0485,3.04,1.55,298686.0,1.0017
58,2023-02-06,Belgrade,Serbia,2,monopoly,0,0,0,18265,12248,2113,15.16,0.676,0.0428,2.66,1.54,282556.0,0.9977
59,2023-02-13,Belgrade,Serbia,2,monopoly,0,0,0,19071,13050,1927,15.85,0.671,0.0412,2.68,1.47,308030.0,1.0021
60,2023-02-20,Belgrade,Serbia,2,monopoly,0,0,0,19562,12692,1696,15.83,0.663,0.0535,2.83,1.53,315492.0,1.0121
61,2023-02-27,Belgrade,Serbia,2,monopoly,0,0,0,19761,12896,1890,15.78,0.701,0.0399,2.99,1.55,317825.0,1.0026
62,2023-03-06,Belgrade,Serbia,2,monopoly,0,0,0,18790,12426,1907,15.3,0.679,0.0513,2.75,1.53,293191.0,0.9997
63,2023-03-13,Belgrade,Serbia,2,monopoly,0,0,0,18898,12137,1671,16.04,0.659,0.0435,2.81,1.4,308221.0,0.9876
64,2023-03-20,Belgrade,Serbia,2,monopoly,0,0,0,18277,12227,1784,15.6,0.672,0.0493,2.87,1.56,290843.0,0.9788
65,2023-03-27,Belgrade,Serbia,2,monopoly,0,0,0,19051,12796,2292,15.81,0.674,0.0535,2.82,1.54,307108.0,0.9951
66,2023-04-03,Belgrade,Serbia,2,monopoly,0,0,0,20967,13960,2426,16.17,0.682,0.0467,2.92,1.45,345109.0,1.0118
67,2023-04-10,Belgrade,Serbia,2,monopoly,0,0,0,21451,13610,2011,15.91,0.671,0.0563,2.84,1.49,347369.0,1.0069
68,2023-04-17,Belgrade,Serbia,2,monopoly,0,0,0,21274,14250,1720,15.91,0.659,0.0461,3.04,1.6,345309.0,1.0155
69,2023-04-24,Belgrade,Serbia,2,monopoly,0,0,0,19196,13173,1990,15.82,0.696,0.063,2.95,1.4,309213.0,1.014
70,2023-05-01,Belgrade,Serbia,2,monopoly,0,0,0,18801,13103,2206,15.96,0.646,0.0572,2.84,1.55,306157.0,1.002
71,2023-05-08,Belgrade,Serbia,2,monopoly,0,0,0,20609,13435,1547,16.22,0.655,0.0387,2.76,1.45,340122.0,1.0053
72,2023-05-15,Belgrade,Serbia,2,monopoly,0,0,0,20665,13848,2025,15.67,0.665,0.0426,2.73,1.53,330177.0,1.0204
73,2023-05-22,Belgrade,Serbia,2,monopoly,0,0,0,19989,13639,2093,16.03,0.653,0.0418,2.78,1.57,326848.0,1.0128
74,2023-05-29,Belgrade,Serbia,2,monopoly,0,0,0,20704,13316,1692,15.89,0.659,0.0553,2.98,1.46,334819.0,1.0256
75,2023-06-05,Belgrade,Serbia,2,monopoly,0,0,0,19487,14001,1830,15.62,0.667,0.0502,2.92,1.58,311023.0,0.9878
76,2023-06-12,Belgrade,Serbia,2,monopoly,0,0,0,19802,13297,2296,15.63,0.666,0.0455,2.64,1.63,316007.0,1.0011
77,2023-06-19,Belgrade,Serbia,2,monopoly,0,0,0,20036,13191,1894,15.8,0.675,0.053,2.55,1.56,322742.0,1.0017
78,2023-06-26,Belgrade,Serbia,2,monopoly,0,1,0,19981,13002,2137,16.41,0.672,0.0493,2.94,1.57,334012.0,0.9978
79,2023-07-03,Belgrade,Serbia,2,monopoly,0,1,0,19722,13171,2023,15.71,0.665,0.0409,2.77,1.54,315918.0,0.9996
80,2023-07-10,Belgrade,Serbia,2,monopoly,0,1,0,18302,12869,2056,15.63,0.666,0.0428,3.04,1.46,291697.0,0.9779
81,2023-07-17,Belgrade,Serbia,2,monopoly,0,1,0,18538,12548,2138,16.05,0.669,0.0402,2.78,1.5,303182.0,0.9832
82,2023-07-24,Belgrade,Serbia,2,monopoly,0,1,0,19747,12932,1722,15.58,0.701,0.0497,2.91,1.44,313245.0,0.993
83,2023-07-31,Belgrade,Serbia,2,monopoly,0,1,0,18398,12862,1831,15.78,0.668,0.0458,2.86,1.48,296031.0,1.0117
84,2023-08-07,Belgrade,Serbia,2,monopoly,0,1,0,19545,12847,1726,16.2,0.657,0.0406,3.0,1.45,322217.0,1.0019
85,2023-08-14,Belgrade,Serbia,2,monopoly,0,1,0,19421,12947,2393,16.09,0.66,0.0426,2.77,1.46,318155.0,0.9923
86,2023-08-21,Belgrade,Serbia,2,monopoly,0,1,0,19246,12757,2339,15.97,0.668,0.0533,2.73,1.51,313138.0,0.9895
87,2023-08-28,Belgrade,Serbia,2,monopoly,0,1,0,20663,13170,2316,16.04,0.687,0.0494,2.94,1.36,336808.0,1.0032
88,2023-09-04,Belgrade,Serbia,2,monopoly,0,1,0,19194,13253,2023,16.33,0.669,0.0502,2.7,1.54,319561.0,1.0057
89,2023-09-11,Belgrade,Serbia,2,monopoly,0,1,0,19443,13290,2317,16.13,0.675,0.043,2.74,1.47,319476.0,0.9979
90,2023-09-18,Belgrade,Serbia,2,monopoly,0,1,0,19766,13320,2258,16.09,0.663,0.0262,2.8,1.52,324109.0,1.0043
91,2023-09-25,Belgrade,Serbia,2,monopoly,0,1,0,17603,13506,1872,15.7,0.683,0.042,2.59,1.43,282161.0,1.0038
92,2023-10-02,Belgrade,Serbia,2,monopoly,0,1,0,20209,12989,1595,15.78,0.679,0.04,2.81,1.47,324626.0,1.0132
93,2023-10-09,Belgrade,Serbia,2,monopoly,0,1,0,20373,13007,2023,15.55,0.676,0.0388,2.79,1.5,322653.0,1.0008
94,2023-10-16,Belgrade,Serbia,2,monopoly,0,1,0,19458,12840,2260,15.88,0.669,0.0302,3.02,1.62,315233.0,0.9969
95,2023-10-23,Belgrade,Serbia,2,monopoly,0,1,0,19669,12534,1712,15.78,0.674,0.0402,2.69,1.48,315942.0,0.9937
96,2023-10-30,Belgrade,Serbia,2,monopoly,0,1,0,17948,12598,1778,15.61,0.686,0.0615,2.53,1.59,286178.0,0.9798
97,2023-11-06,Belgrade,Serbia,2,monopoly,0,1,0,19736,13091,1777,15.88,0.675,0.0512,2.89,1.53,319416.0,0.9901
98,2023-11-13,Belgrade,Serbia,2,monopoly,0,1,0,18844,12947,1695,15.38,0.694,0.054,2.91,1.53,295763.0,0.9965
99,2023-11-20,Belgrade,Serbia,2,monopoly,0,1,0,19553,12988,1558,15.66,0.691,0.0403,2.94,1.44,311811.0,0.9978
100,2023-11-27,Belgrade,Serbia,2,monopoly,0,1,0,19036,12523,1608,15.48,0.66,0.056,2.68,1.56,300538.0,0.996
101,2023-12-04,Belgrade,Serbia,2,monopoly,0,1,0,20493,13524,2275,15.8,0.672,0.0316,2.97,1.55,330078.0,0.9818
102,2023-12-11,Belgrade,Serbia,2,monopoly,0,1,0,20346,13929,2442,15.82,0.677,0.0424,2.8,1.43,327849.0,0.9835
103,2023-12-18,Belgrade,Serbia,2,monopoly,0,1,0,21175,14491,2528,16.23,0.684,0.0515,2.82,1.49,350148.0,0.9855
104,2023-12-25,Belgrade,Serbia,2,monopoly,0,1,0,22006,14833,2472,15.74,0.631,0.0479,2.57,1.51,353094.0,0.9818
1,2022-01-03,Zagreb,Croatia,2,monopoly,0,0,0,15188,10140,1462,19.06,0.661,0.042,2.57,1.55,294198.0,1.0055
2,2022-01-10,Zagreb,Croatia,2,monopoly,0,0,0,13946,9685,1364,18.05,0.674,0.0481,3.12,1.49,256054.0,1.002
3,2022-01-17,Zagreb,Croatia,2,monopoly,0,0,0,12690,9448,1612,18.38,0.689,0.0497,2.5,1.49,237465.0,1.0084
4,2022-01-24,Zagreb,Croatia,2,monopoly,0,0,0,14846,9716,1352,18.56,0.672,0.0522,2.67,1.49,279885.0,1.0222
5,2022-01-31,Zagreb,Croatia,2,monopoly,0,0,0,13430,9532,1218,18.33,0.68,0.0442,2.85,1.54,250576.0,1.0119
6,2022-02-07,Zagreb,Croatia,2,monopoly,0,0,0,13662,9688,1405,18.85,0.68,0.0508,2.89,1.54,262005.0,1.0051
7,2022-02-14,Zagreb,Croatia,2,monopoly,0,0,0,15498,10155,1449,18.76,0.653,0.0489,2.7,1.6,295617.0,1.0207
8,2022-02-21,Zagreb,Croatia,2,monopoly,0,0,0,14624,9639,1393,18.25,0.678,0.0477,2.68,1.38,270879.0,1.0219
9,2022-02-28,Zagreb,Croatia,2,monopoly,0,0,0,15032,9817,1746,18.17,0.673,0.023,2.94,1.48,277490.0,1.0091
10,2022-03-07,Zagreb,Croatia,2,monopoly,0,0,0,14412,10057,1351,19.09,0.654,0.0572,2.88,1.53,279741.0,1.0119
